Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,Character_status,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1715323612804,490.4955,Cow_Girl,-6.000119,-1.0,0.0998684,Idle,,,-6.051733,-0.08532345,0.3391177,-5.95664,-0.08149016,-0.112511,0.003880458,0.6157929,0.1140968,,0.0,0.0,,,0.0384936393010807,0.0061840977220562,0.0007121165389216,0.0453898535620587,6.224616917644886,0.8480670519998659,0.1362440553724447,-5.085774165419498,0.0
1715323612887,490.5786,Cow_Girl,-5.917107,-1.001246,0.09987045,Idle,,,-5.950962,-0.08178359,0.3514406,-5.869684,-0.07391989,-0.1248006,0.004024229,0.6156026,0.1145476,,0.083,0.1,,,0.0384936393010807,0.0061840977220562,0.0007121165389216,0.0453898535620587,6.224616917644886,0.8480670519998659,0.1362440553724447,-5.085774165419498,0.1
1715323612971,490.6623,Cow_Girl,-5.83334,-1.002503,0.09987251,Idle,,,-5.909698,-0.08481425,0.3524063,-5.715154,-0.03850234,-0.1524493,0.004080947,0.6156098,0.1148608,,0.167,0.2,,,0.0384936393010807,0.0061840977220562,0.0007121165389216,0.0453898535620587,6.224616917644886,0.8480670519998659,0.1362440553724447,-5.085774165419498,0.2
1715323613054,490.7456,Cow_Girl,-5.750052,-1.003753,0.09987455,Idle,,,-5.909565,-0.1066374,0.3293068,-5.527852,0.0141691,-0.1739115,0.004261097,0.6156629,0.1151154,,0.25,0.2,,,0.0384936393010807,0.0061840977220562,0.0007121165389216,0.0453898535620587,6.224616917644886,0.8480670519998659,0.1362440553724447,-5.085774165419498,0.2
1715323613138,490.8273,Cow_Girl,-5.668359,-1.004979,0.09987653,Idle,,,-5.824452,-0.1318299,0.3243999,-5.420124,0.02216887,-0.1589234,0.004481681,0.6156149,0.1152706,,0.334,0.3,,,0.0408349603344891,0.0065303819502721,0.0006604772653422,0.0480258195501035,6.231731140425326,0.8502709733435697,0.1359764812229645,-5.031289845785356,0.3
1715323613220,490.9108,Cow_Girl,-5.584929,-1.006231,0.09987856,Idle,,,-5.679164,-0.1265002,0.3646406,-5.403504,0.000885725,-0.1327243,0.004734517,0.6156086,0.1153438,,0.416,0.4,,,0.0423225153096699,0.00687013330174,0.0007618771469155,0.0499545257583254,6.2174575214394325,0.8472208406986307,0.1375277454334571,-4.980571769480511,0.4
1715323613304,490.995,Cow_Girl,-5.500674,-1.007496,0.09988061,Idle,,,-5.529606,-0.1043532,0.4273627,-5.431538,-0.03888226,-0.0887511,0.00532765,0.6155778,0.1154028,,0.5,0.5,,,0.0423225153096699,0.00687013330174,0.0007618771469155,0.0499545257583254,6.207941775448837,0.8472208406986307,0.1375277454334571,-4.980571769480511,0.5
1715323613387,491.0785,Cow_Girl,-5.417187,-1.008749,0.09988264,Idle,,,-5.362886,-0.05240625,0.4607297,-5.459814,-0.0678426,-0.06238275,0.006338969,0.6155536,0.1155296,,0.583,0.6,,,0.0423225153096699,0.00687013330174,0.0007618771469155,0.0499545257583254,6.201144814026982,0.8472208406986307,0.1375277454334571,-4.980571769480511,0.6
1715323613471,491.1615,Cow_Girl,-5.33427,-1.009993,0.09988473,Idle,,,-5.19334,0.01047623,0.4559617,-5.475463,-0.07660729,-0.05214288,0.007763543,0.6155093,0.1155192,,0.667,0.7,,,0.0423225153096699,0.00687013330174,0.0007618771469155,0.0499545257583254,6.196047092960591,0.8472208406986307,0.1375277454334571,-4.980571769480511,0.7
1715323613554,491.2448,Cow_Girl,-5.250934,-1.011244,0.09988675,Idle,,,-5.03686,0.04644918,0.4570269,-5.464753,-0.0874393,-0.02606823,0.009019084,0.6163014,0.1152841,,0.75,0.8,,,0.0423225153096699,0.00687013330174,0.0007618771469155,0.0499545257583254,6.192082198797843,0.8472208406986307,0.1375277454334571,-4.980571769480511,0.8
